App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last update,Privacy Policy,Content Rating,Ad Supported,In app purchases,Editor Choice,Summary,Reviews,Android version Text,Developer,Developer Address,Developer Internal ID,Version
Talk & Translate - Translator & Collins Dictionary,com.mobisystems.msdict.embedded.wireless.collins.ee,Books & Reference,4.32,337,"50,000+",50000,TRUE,0,USD,28M,7,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,N/A,"April 27, 2021",https://www.mobisystems.com/policies,Everyone,TRUE,TRUE,FALSE,103-language voice & text translator + 234 combinations of Collins dictionaries,83,7.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,12.1.619
New Oxford American Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.newamerican,Books & Reference,4.2963753,4677,"500,000+",500000,TRUE,0,USD,7.3M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 29, 2013","June 2, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,The most comprehensive and accurate dictionary of American English today.,1379,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.602
Mosby's Drug Reference for Health Professions,com.mobisystems.msdict.embedded.wireless.elsevier.drhp,Medical,4.43,860,"100,000+",100000,TRUE,0,USD,6.5M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Feb 6, 2014","January 9, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone 10+,TRUE,TRUE,FALSE,"Concise, reliable information on 1,000 generic drugs, inc. 4500 trade-name drugs",258,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.556
OfficeSuite Pro + PDF (Trial),com.mobisystems.editor.office_with_reg,Business,4.282638,96062,"10,000,000+",10000000,TRUE,0,USD,60M,4.4,4895393381068720000,http://www.mobisystems.com/mobile/products-mp.html?platform=16,support-officesuite-android@mobisystems.com,"Jul 5, 2010","March 1, 2021",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"ANDROID'S TOP MOBILE OFFICE - Word, Excel, PowerPoint and PDF at your fingertips",21023,4.4 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.2.34539
Oxford Grammar and Punctuation,com.mobisystems.msdict.embedded.wireless.oxford.azgrammarandpunctuation,Books & Reference,4.33459,10580,"1,000,000+",1000000,TRUE,0,USD,6.4M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 10, 2011","May 15, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,The most authoritative dictionary on English grammar and punctuation.,2050,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.593
Oxford Spanish Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.spanish,Books & Reference,4.0227275,1754,"100,000+",100000,TRUE,0,USD,7.3M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 27, 2013","June 2, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,The most comprehensive coverage of current English and Spanish.,539,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.602
Concise Oxford Thesaurus,com.mobisystems.msdict.embedded.wireless.oxford.concisethesaurus,Books & Reference,3.9423077,2087,"100,000+",100000,TRUE,0,USD,17M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 28, 2013","June 15, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"A comprehensive and in-depth coverage of over 300,000 synonyms and antonyms",565,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.609
Advanced English Dictionary & Thesaurus,com.mobisystems.msdict.embedded.wireless.wordnet,Books & Reference,4.3987813,29510,"5,000,000+",5000000,TRUE,0,USD,8.0M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,N/A,"January 9, 2020",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,"A large lexical database of English with 140,000 entries and 1.4 million words.",6622,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.556
Webster's College Dictionary,com.mobisystems.msdict.embedded.wireless.webster.collegedictionary,Books & Reference,4.243902,3694,"500,000+",500000,TRUE,0,USD,19M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Aug 23, 2011","October 28, 2020",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,"Webster's English dictionary with 160,000 entries and over 800 illustrations.",831,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.5.714
Oxford American Dictionary & Thesaurus,com.mobisystems.msdict.embedded.wireless.oxford.amdictandthes,Books & Reference,3.9794521,1463,"100,000+",100000,TRUE,0,USD,6.7M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jan 9, 2013","May 15, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"A complete bundle of more than 330,000 definitions, synonyms and antonyms.",454,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.593
Quick Medical Diagnosis & Treatment,com.mobisystems.msdict.embedded.wireless.mcgrawhill.qmdt2014,Medical,4.230769,1041,"100,000+",100000,TRUE,0,USD,17M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Feb 10, 2014","November 18, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Authoritative clinical guidance on more than 950 diseases and disorders.,330,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.5.716
"Oxford Dictionary & Translator: Text, Voice, Image",com.mobisystems.msdict.embedded.wireless.svcon.tlen.full,Books & Reference,4.246839,16577,"1,000,000+",1000000,TRUE,0,USD,34M,7,4895393381068720000,https://www.mobisystems.com,support@mobisystems.com,"Mar 27, 2012","February 18, 2021",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Easily and effortlessly translate speech, text or photos while you are on the go",2959,7.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,5.0.295
Concise Oxford English Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.conciseenglish,Books & Reference,4.391345,10632,"1,000,000+",1000000,TRUE,0,USD,17M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 29, 2013","June 15, 2020",https://www.mobisystems.com/policies,Everyone,TRUE,TRUE,FALSE,Concise OXFORD English Dictionary - the Most Popular Dictionary Worldwide,2386,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.610
American Heritage English Free,com.mobisystems.msdict.embedded.wireless.houghtonmifflinharcourt.americanheritagedictionaryfree,Books & Reference,4.5726495,1176,"50,000+",50000,TRUE,0,USD,19M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jul 13, 2016","October 27, 2020",https://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,"Тhe most comprehensive dictionary with 10,000 words and 4000 full-color images.",470,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.5.713
I.V. Drug Handbook,com.mobisystems.msdict.embedded.wireless.mcgrawhill.ivdh,Medical,4.44,737,"100,000+",100000,TRUE,0,USD,6.6M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Aug 31, 2010","April 21, 2020",https://www.mobisystems.com/policies/,Everyone 10+,TRUE,TRUE,FALSE,Guide with information on 350 drugs and practical advice on drug administration.,170,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.3.580
Collins Dictionary Free,com.mobisystems.msdict.embedded.wireless.collins.englishfreemium,Books & Reference,4.2956524,1151,"100,000+",100000,TRUE,0,USD,5.9M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jun 16, 2015","November 7, 2019",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,"A complete English dictionary with over 123,000 word and 200,000 definitions.",417,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.0.499
Oxford German Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.german,Books & Reference,3.7432432,1480,"100,000+",100000,TRUE,0,USD,7.5M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 27, 2013","June 2, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Complete, authoritative coverage of German and English with 520,000 translations",413,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.602
Collins English Dictionary and Thesaurus,com.mobisystems.msdict.embedded.wireless.collins.englishdictandthes,Books & Reference,4.311321,2103,"100,000+",100000,TRUE,0,USD,8.2M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"May 3, 2010","January 24, 2020",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,Collins English Dictionary and Thesaurus Complete & Unabridged – 877 000 words,660,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.561
Oxford Hindi Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.hindi,Books & Reference,3.9447854,1611,"100,000+",100000,TRUE,0,USD,6.6M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Nov 11, 2019","May 26, 2020",https://www.mobisystems.com/en-us/privacy-policy/,Everyone,TRUE,TRUE,FALSE,"The most comprehensive, reliable and up-to-date English Hindi dictionary - FREE!",680,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.596
Collins English Dictionary,com.mobisystems.msdict.embedded.wireless.collins.ed,Books & Reference,4.315951,3261,"500,000+",500000,TRUE,0,USD,7.9M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,N/A,"January 24, 2020",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,"A complete dictionary with more than 722 000 words, meanings and phrases.",741,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.561
Oxford French Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.french,Books & Reference,4.1114206,3597,"500,000+",500000,TRUE,0,USD,7.2M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 27, 2013","June 2, 2020",https://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,"The most comprehensive, reliable and up-to-date French <> English dictionary.",892,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.602
Oxford English Urdu Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.oxfordurdu,Books & Reference,4.1784234,7225,"1,000,000+",1000000,TRUE,0,USD,6.8M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Nov 15, 2016","May 27, 2020",https://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,"The most comprehensive, reliable and up-to-date English Urdu dictionary.",2496,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.596
Oxford English Etymology,com.mobisystems.msdict.embedded.wireless.oxford.oxfordenglishetymology,Books & Reference,3.95,271,"50,000+",50000,TRUE,0,USD,6.4M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Nov 26, 2014","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,The principal authority on the origin and development of English words.,112,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford Mathematics Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.concisemathematics,Books & Reference,4.07,936,"100,000+",100000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Dec 29, 2014","December 4, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Over 3,000 entries of commonly encountered terms and concepts.",275,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford Dictionary of Physics,com.mobisystems.msdict.embedded.wireless.oxford.oxfordphysics,Books & Reference,4.382979,1410,"100,000+",100000,TRUE,0,USD,6.2M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jan 4, 2015","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Over 3,800 entries covering all commonly encountered physics terms and concepts.",352,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
EMS Pocket Drug Guide,com.mobisystems.msdict.embedded.wireless.mcgrawhill.ems,Medical,4.11,545,"100,000+",100000,TRUE,0,USD,6.4M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Oct 14, 2010","January 27, 2020",https://www.mobisystems.com/policies/,Everyone 10+,TRUE,TRUE,FALSE,Drug Guide with info on 1000 of the most commonly prescribed medications.,158,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.561
Dorland's Illustrated Medical Dictionary,com.mobisystems.msdict.embedded.wireless.elsevier.dorlandsillustrated,Medical,4.470588,2043,"100,000+",100000,TRUE,0,USD,7.7M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 12, 2012","January 16, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"120,000 defined entries, 1500 illustrations and 35,000 audio pronunciations.",463,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.559
Oxford Dictionary of the Bible,com.mobisystems.msdict.embedded.wireless.oxford.oxfordbible,Books & Reference,4.46,356,"50,000+",50000,TRUE,0,USD,6.2M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Nov 26, 2014","December 4, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"The most acclaimed, accessible, and up-to-date bible dictionary.",110,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
TutorExtra,com.mobisystems.tutorextra,Education,4.5576925,52,"1,000+",1000,TRUE,0,USD,821k,4.1,4895393381068720000,https://tutorextra.com/,support@tutorextra.com,"Aug 23, 2017","November 23, 2017",https://tutorextra.com/page/privacy-policy/53,Everyone,TRUE,FALSE,FALSE,The easy way to learn!,16,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,1.1.004
Oxford Dictionary of Idioms,com.mobisystems.msdict.embedded.wireless.oxford.idioms,Books & Reference,4.094203,2766,"500,000+",500000,TRUE,0,USD,6.2M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jul 24, 2013","May 20, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Contains over 6,000 idioms from all over the English-speaking world.",442,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.594
Oxford Shorter English Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.shorterenglish,Books & Reference,4.03,764,"100,000+",100000,TRUE,0,USD,7.4M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Apr 29, 2013","May 20, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"A comprehensive guide to all current English vocabulary with over 600,000 words.",234,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.594
Oxford Dictionary of Chemistry,com.mobisystems.msdict.embedded.wireless.oxford.oxfordchemistry,Books & Reference,4.2300887,1131,"100,000+",100000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Dec 29, 2014","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,With over 4700 entries - the ideal reference tool for all students of chemistry.,281,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Collins Spanish Complete Dictionary,com.mobisystems.msdict.embedded.wireless.collins.spanishcu,Books & Reference,4.24,223,"10,000+",10000,TRUE,0,USD,7.2M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 22, 2013","January 16, 2020",https://www.mobisystems.com/policies,Everyone,TRUE,TRUE,FALSE,"Collins Spanish Dictionary Complete and Unabridged with 442,000 translations.",97,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.559
Oxford Dictionary of Nursing,com.mobisystems.msdict.embedded.wireless.oxford.oxfordnursing,Medical,4.27,715,"100,000+",100000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jan 4, 2015","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone 10+,TRUE,TRUE,FALSE,"Over 10,000 clear entries covering the theory and practice of nursing.",243,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford Dictionary of Philosophy,com.mobisystems.msdict.embedded.wireless.oxford.oxfordphilosophy,Books & Reference,4.32,581,"50,000+",50000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jan 4, 2015","December 4, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,The most comprehensive dictionary of philosophy in English.,154,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford Dictionary of Music,com.mobisystems.msdict.embedded.wireless.oxford.oxfordmusic,Books & Reference,3.51,115,"10,000+",10000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Dec 30, 2014","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,An indispensable Oxford guide for all music lovers and performers.,34,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Collins German Dictionary and Grammar,com.mobisystems.msdict.embedded.wireless.collins.g,Books & Reference,4.108911,607,"50,000+",50000,TRUE,0,USD,6.8M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,N/A,"January 27, 2020",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,A complete dictionary with up-to-date coverage of modern English and German.,143,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.561
Collins Latin Dictionary,com.mobisystems.msdict.embedded.wireless.collins.latin,Books & Reference,3.85,421,"50,000+",50000,TRUE,0,USD,6.6M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,N/A,"January 16, 2020",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,"Extensive coverage of Latin and English in a compact, portable format.",139,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.559
Oxford Dictionary of World Mythology,com.mobisystems.msdict.embedded.wireless.oxford.oxfordworldmythology,Books & Reference,4.26,120,"10,000+",10000,TRUE,0,USD,6.2M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Nov 26, 2014","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"This dictionary presents the powerful gods of Greece, Rome and Scandinavia.",32,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Handbook of Natural Medicine,com.mobisystems.msdict.embedded.wireless.elsevier.naturalmedicine,Medical,4.18,411,"100,000+",100000,TRUE,0,USD,6.4M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 13, 2012","January 27, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Handbook on diagnosing and treating diseases and disorders with natural medicine,94,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.561
Oxford Chinese Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.chinese,Books & Reference,3.89,707,"100,000+",100000,TRUE,0,USD,9.4M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Apr 28, 2017","June 2, 2020",https://www.mobisystems.com/policies,Everyone,TRUE,TRUE,FALSE,"Oxford Chinese Dictionary with over 300,000 words and 370,000 translations.",199,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.602
Common American Phrases,com.mobisystems.msdict.embedded.wireless.mcgrawhill.commonamericanphrases,Books & Reference,4.0697675,86,"10,000+",10000,TRUE,0,USD,6.6M,4.1,4895393381068720000,N/A,support@mobisystems.com,"Dec 4, 2012","April 21, 2020",https://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,"1,900 of the most common phrases used in contemporary American English.",36,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.3.580
Oxford Dictionary of World History,com.mobisystems.msdict.embedded.wireless.oxford.oxfordworldhistory,Books & Reference,3.88,300,"50,000+",50000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jan 5, 2015","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,A wealth of information on all aspects of history.,95,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford Dictionary of Finance and Banking,com.mobisystems.msdict.embedded.wireless.oxford.oxfordfinance,Books & Reference,4.27,670,"100,000+",100000,TRUE,0,USD,6.3M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Dec 29, 2014","December 3, 2019",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,This is the most comprehensive and up-to-date dictionary of finance available.,171,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.544
Oxford Italian Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.italian,Books & Reference,3.85,390,"10,000+",10000,TRUE,0,USD,7.5M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 28, 2013","June 2, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Oxford Italian<>English dictionary with more than 450,000 words and definitions.",140,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.602
Oxford Russian Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.russian,Books & Reference,3.8,1302,"100,000+",100000,TRUE,0,USD,7.2M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 22, 2013","June 2, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Detailed coverage of Russian and English with over 500,000 words and definitions",265,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.602
Dorland`s Medical Acronyms and Abbreviations,com.mobisystems.msdict.embedded.wireless.elsevier.jablonski,Medical,4.37,227,"50,000+",50000,TRUE,0,USD,6.9M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jan 19, 2011","April 9, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,Dorland`s Dictionary of Medical Acronyms and Abbriviations.,43,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.3.577
Collins Italian Dictionary,com.mobisystems.msdict.embedded.wireless.collins.italian,Books & Reference,4.2277226,126,"10,000+",10000,TRUE,0,USD,7.0M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Mar 22, 2013","January 16, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Collins Italian<>English dictionary with 90,000 words and 118,000 translations.",54,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.559
Collins French Dictionary,com.mobisystems.msdict.embedded.wireless.collins.f,Books & Reference,3.663793,1161,"100,000+",100000,TRUE,0,USD,17M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,N/A,"August 4, 2020",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,A dictionary with comprehensive and up-to date coverage of French and English.,288,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.5.653
Collins Cobuild Intermediate,com.mobisystems.msdict.embedded.wireless.collins.cs,Books & Reference,4.37931,1165,"100,000+",100000,TRUE,0,USD,6.5M,4.1,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,N/A,"January 24, 2020",http://www.mobisystems.com/policies/,Everyone,TRUE,TRUE,FALSE,Collins Cobuild Intermediate is the perfect language tool for learning English,381,4.1 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.1.561
Oxford Portuguese Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.essentialportuguese,Books & Reference,4.34,578,"50,000+",50000,TRUE,0,USD,6.5M,6,4895393381068720000,http://www.mobisystems.com,support@mobisystems.com,"Jun 13, 2014","May 26, 2020",http://www.mobisystems.com/mobile/privacy-policy.html,Everyone,TRUE,TRUE,FALSE,"Oxford Portuguese <>English dictionary with over 60,000 up-to-date translations",180,6.0 and up,MobiSystems,"11772 Sorrento Valley Road, Suite 260
San Diego, CA 92121, USA",4.89539E+18,11.4.596
